order,text,rating,product
3195,"Fantastico, ottima durata della batteria",5.0 out of 5 stars,Fitbit FB507BKBK Versa
3197,Not working,1.0 out of 5 stars,Fitbit FB507BKBK Versa
3198,"Upgraded from a Fitbit blaze, didn’t realise how they have come on since I had my blaze. Clear screen with option for large clock display, works with Alexa . Do just a tiny bit miss the buttons on the side to turn the volume up and down when listening to headphone but looks better and overall feels like a worthwhile upgrade from the blaze if you have want a newer one",5.0 out of 5 stars,Fitbit FB507BKBK Versa
3209,Love it,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3212,Funzionale lunga durata batteria (6-7 gg) alexa molto utile,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3217,Ottimo in tutto,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3220,Really like this watch great buy,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3224,Great product which helps me stay healthy!,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3227,Steps and sleep details.,3.0 out of 5 stars,Fitbit FB507BKBK Versa
3237,Easy to use,4.0 out of 5 stars,Fitbit FB507BKBK Versa
3240,Love it always had a Fitbit but love this one,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3246,"Un bel regalo, un po’ caro per le funzioni disponibili. Non semplice e intuitiva la app, monitoraggio del sonno non saprei dire quanto accurato.",5.0 out of 5 stars,Fitbit FB507BKBK Versa
3249,Not working,1.0 out of 5 stars,Fitbit FB507BKBK Versa
3250,Amazing better than my Apple Watch,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3255,Battery life and most of the apps are not suitable or not installed..,3.0 out of 5 stars,Fitbit FB507BKBK Versa
3256,The mobile app is amazing and I have many tools and options. The timer function works great! The touchscreen works perfectly! I’m very happy with the device.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3258,"Sono veramente deluso dall'acquisto perchè una volta ricevuto ho scoperto che l'app Fitbit non è compatibile con il mio smartphone Honor 9. E' possibile sostituirlo con un prodotto analogo compatibile?
Mi dispiace perchè il Versa 2 mi piaceva!",1.0 out of 5 stars,Fitbit FB507BKBK Versa
3259,En relación calidad precio ....muy recomendable.,4.0 out of 5 stars,Fitbit FB507BKBK Versa
3272,Brilliant beautiful and not too big. Stylish. Just love it. Highly recommend it.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3273,Ottimo,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3277,I can do all i want with this fitbit. I do find that it will not always clock up all the steps i do .,4.0 out of 5 stars,Fitbit FB507BKBK Versa
3282,Woww...It’s Beautiful ❤️❤️,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3285,"I wanted to follow up with the reason for my return of this item.
I find it is not compatible with my phone the Samsung galaxy A9 so therefore will not give me the full use I would require",5.0 out of 5 stars,Fitbit FB507BKBK Versa
3293,Parfait,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3294,"I had my fitbit sent for repair through amazon and since ive had it back its been glitching, not charging properly and has not completely switched off. I originally had a rose gold which they replaced with a black one and im so annoyed as i use my fitbit constantly. Not happy.",1.0 out of 5 stars,Fitbit FB507BKBK Versa
3296,"I bought this for my wife for Christmas, and it was replaced after a month due to it getting extremely hot and then fried itself. Was replaced which I was extremely pleased with. However the replacement has developed a battery fault. It's supposed to last 6+ day's. Very disappointing",1.0 out of 5 stars,Fitbit FB507BKBK Versa
3299,"Orologio perfetto, buono la registrazione del sonno e si collega perfettamente al mio huawei p30lite",5.0 out of 5 stars,Fitbit FB507BKBK Versa
3313,Easy to use and app is great.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3316,"I am very satisfied with my watch.
Autonomy of the batery up to 4 days, easy to wear ☺️",5.0 out of 5 stars,Fitbit FB507BKBK Versa
3325,Happy with heart rate and sleep stats. Gutted I have to pay extra for a rowing app. Left feeling i should have spent money on a galaxy watch instead.,3.0 out of 5 stars,Fitbit FB507BKBK Versa
3327,"Brilliant, love it.",5.0 out of 5 stars,Fitbit FB507BKBK Versa
3328,Love it.  Looks great.  Easy to use.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3330,"I had replaced my old Versa with a brand new Sense but the bracelet gave me a rash I couldn't get rid of - though I tried everything.

Went back to Versa and ta da!! Rash is gone. Not much difference on functionality either so am happy with my Versa.",5.0 out of 5 stars,Fitbit FB507BKBK Versa
3332,"Prodotto difettoso, ha lasciato una “bruciatura” al polso alla persona alla quale lo ho regalato.",1.0 out of 5 stars,Fitbit FB507BKBK Versa
3339,Mit der mobilen App bin ich sehr zufrieden,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3341,Hält nicht lange und nun versuche ich sie zurück zu schicken. Schade,2.0 out of 5 stars,Fitbit FB507BKBK Versa
3342,"Perfect, looks really nice .",5.0 out of 5 stars,Fitbit FB507BKBK Versa
3348,Not much better than a normal digital watch. A bit impracticable.  I can use my phone for most of the apps and must keep my phone close to use the fitbit.🙄,2.0 out of 5 stars,Fitbit FB507BKBK Versa
3351,Tolle Uhr.. 👍👍,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3354,Easy to set up and use. Good battery life. Would recommend.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3359,"Great smartwatch but if you have not got the right compatible phone you may as well forget about notifications, music etc.",4.0 out of 5 stars,Fitbit FB507BKBK Versa
3367,"I purchased this item in April 2020.  In August 2020 returned and replaced.  Now second one has stopped working just after 12 month guarantee expired.  Do not expect this shabby products at £199.99, not cheap.  Been unable to contact seller to complain. Complain through this system, hopefully people will think twice about purchasing this product.",2.0 out of 5 stars,Fitbit FB507BKBK Versa
3371,Overall very happy but it would have been nice if it came with a plug for the charging cable.,4.0 out of 5 stars,Fitbit FB507BKBK Versa
3377,Fitbit versa,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3381,"Brilliant watch....upgraded from the charge 2, love the screen and how it looks. Amazing!",5.0 out of 5 stars,Fitbit FB507BKBK Versa
3383,Turned up smashed,1.0 out of 5 stars,Fitbit FB507BKBK Versa
3385,Looking and working good,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3389,Doing everything I wanted,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3391,Battery lost charge after two months . Then watch lost Bluetooth connectivity. With phone Returned to Fitbit and now awaiting replacement,2.0 out of 5 stars,Fitbit FB507BKBK Versa
3394,like everything only one thing note about is sleep tracking,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3396,"This was a gift and the person loved it..the battery last for 5 days, this is better than most other brands",5.0 out of 5 stars,Fitbit FB507BKBK Versa
3402,Keeping track of my steps,4.0 out of 5 stars,Fitbit FB507BKBK Versa
3408,"Smart watch molto bello e funzionale, ottimo acquisto",5.0 out of 5 stars,Fitbit FB507BKBK Versa
3411,"Amazing product
Really enjoying ...
Very useful while brisk walk",4.0 out of 5 stars,Fitbit FB507BKBK Versa
3412,Nice,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3415,"Loved the new fitbit versa 2.

Very easy to set up and use.

Very happy with it.",5.0 out of 5 stars,Fitbit FB507BKBK Versa
3420,"Good, works what I want.",5.0 out of 5 stars,Fitbit FB507BKBK Versa
3421,Love it!,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3422,Very good and easy to use,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3423,Top,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3424,I love this watch.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3427,"L'orologio è elegante e funzionale.
Consigliato.",5.0 out of 5 stars,Fitbit FB507BKBK Versa
3428,"Good watch but battery didn't even last 2 days.
After 6 months nolonger reads heart rate",1.0 out of 5 stars,Fitbit FB507BKBK Versa
3431,"While the watch is great and performs perfectly, the same cannot be said for the strap provided. Already the bit to put the strap through has snapped ( same thing happened with my old versa) and strangely it has a spare half strap provided but no spare strap holder.",4.0 out of 5 stars,Fitbit FB507BKBK Versa
3432,"elegantissimo, bello, funziona molto bene, è smart al 100%, ma per 200€ metteteci il GPS, veramente non si può vedere una cosa così...",3.0 out of 5 stars,Fitbit FB507BKBK Versa
3437,Not accurate...,2.0 out of 5 stars,Fitbit FB507BKBK Versa
3442,"Recibido super rápido y muy contenta con la compra... se conecta con Alexa de forma sencilla y me facilita el dia a día, ya que veo los correos, el whatsapp y las llamadas en el momento. Un 10!",5.0 out of 5 stars,Fitbit FB507BKBK Versa
3444,"I love this watch, only thing I'm gutted about is the fact that the tap and pay is not supported with my bank and I'm not changing banks to use this service hopefully more banks will come on board later.  All the functions work great and the Fitbit motivated me to be more active plus it's a nice looking watch too.",5.0 out of 5 stars,Fitbit FB507BKBK Versa
3449,Love this product easy to use and love the colour. Very comfortable to wear.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3452,Am in love with this ..,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3454,Très bien,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3456,"Had my fit bit for under a month, stopped working completely. Didn’t take a warranty out because I thought I’d get a few good years worth out of it as it was quite expensive. Very disappointed",1.0 out of 5 stars,Fitbit FB507BKBK Versa
3458,"Regalo muy acertado. Bonito, de fácil manejo y versátil.",5.0 out of 5 stars,Fitbit FB507BKBK Versa
3460,"Trattasi di un device ormai molto utile per le sue notevoli funzioni, anche in tema di salute. Ottima integrazione con gli smartphone. Qualche problema di compatibilità con iOs",5.0 out of 5 stars,Fitbit FB507BKBK Versa
3461,"a dejado de funcionas en menos de un año, no tiene ni un golpe dejo de funcionar sin mas",1.0 out of 5 stars,Fitbit FB507BKBK Versa
3469,Fitbit needs to be a lot clearer that you can only use Spotify when connected to your phone and you are unable to download songs. Main reason I purchased was to play music from the Fitbit without having to bring my phone on runs. Worded very cleverly by Fitbit to mislead customers on adds.,2.0 out of 5 stars,Fitbit FB507BKBK Versa
3487,"Price is a bit on higher side. Also, Bluetooth pairing is not upto the mark.",4.0 out of 5 stars,Fitbit FB507BKBK Versa
3488,"The battery needs charging every 2 to 3 days, pain in the bum, but love the watch itself",5.0 out of 5 stars,Fitbit FB507BKBK Versa
3491,Momentan zufrieden 😀,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3492,"After having the inspire for the last year, this was a pleasant upgrade! So much easier to use, lovely colour and looks lovely on!",5.0 out of 5 stars,Fitbit FB507BKBK Versa
3493,"My wife is delighted with it and her  being a right wee geek, finding you can add LCARS as the style of display was just gravy.",5.0 out of 5 stars,Fitbit FB507BKBK Versa
3496,Me encanta!!! Me llegó en 3 días!,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3500,Quality Product!!!! A******,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3502,"Very Well Packed  easy  Instructions to follow . and  APP,  To set up  on my  Samsung 6  mobile and on my P.C.  VERY PLEASED ,",5.0 out of 5 stars,Fitbit FB507BKBK Versa
3504,Me ha gustado mucho 😊,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3508,Didn't fully sync with Samsung phone.,1.0 out of 5 stars,Fitbit FB507BKBK Versa
3510,Don’t have Alexa app. Most likely a copy,2.0 out of 5 stars,Fitbit FB507BKBK Versa
3515,Nice product,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3517,Battery life not good,2.0 out of 5 stars,Fitbit FB507BKBK Versa
3519,No problems at all,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3522,Great battery life.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3525,"l'orologio in sé è stupendo con ottime funzioni, il colore non è bordeaux ma viola e la scocca è rosa, tuttavia non ho potuto usufruire delle totali potenzialità in quanto a me che ho tatuaggi sul polso non rileva il battito, ho fatto la prova con chi non ne ha e li rileva immediatamente; cosa confermata anche da internet",3.0 out of 5 stars,Fitbit FB507BKBK Versa
3530,"Mi trovo benissimo, uno dei migliori smartwatch, elegante, cinturini intercambiabili, app funzionanti, ottimo a livello di sincronizzazione con l’iphone e la batteria dura tantissimo",5.0 out of 5 stars,Fitbit FB507BKBK Versa
3532,"Ho un cellulare huawei p20 ed inizialmemte ho avuto problemi di sincronizzazione con il fitbit, ma con l'aiuto dell'assistenza amazon e quella di fitbit ho risolto il problema.
Ottimo acquisto, lo consiglio! Ha tante funzionalità ed è molto comodo.",5.0 out of 5 stars,Fitbit FB507BKBK Versa
3552,Stopped working after a week,1.0 out of 5 stars,Fitbit FB507BKBK Versa
3554,It’s amazing!!,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3557,Upgrade from broken Charge 2. Love the screen and clarity of it. Feel like the HR Tracking is much better,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3559,I love it,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3563,Ma femme l'aime beaucoup fonctionne bien,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3564,Upgraded and I love it. Love the colour. Works well so far. No complaints,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3570,"Lo tuve todo el dia d ayer encendido y por la noche se me apagó,lo e tenido toda la noche cargando pensendo que era que no tenia bateria...y ahora le doy para encender el reloj y no se me enciende....que le a podido pasar?",5.0 out of 5 stars,Fitbit FB507BKBK Versa
3572,"Easy to use, plenty of apps could just do with a microphone to answer calls and listen to alexa",5.0 out of 5 stars,Fitbit FB507BKBK Versa
3574,"Ok,ok",4.0 out of 5 stars,Fitbit FB507BKBK Versa
3577,I bought this as a replacement for a Fitbit Ionic which I unfortunately dropped and broke the screen. Apparently no way to repair so thought Id try the Versa 2. Turns out when swimming there is no way to see your laps as you swim only afterwards on your phone. I believe the marketing blurb is very misleading. Setting up was very glitchy. Its a shame as nicer looking than the ionic but on balance Ionic is a better watch.,2.0 out of 5 stars,Fitbit FB507BKBK Versa
3578,"Easy to use and multiple options for weather, music and is waterproof.",4.0 out of 5 stars,Fitbit FB507BKBK Versa
3579,Super,5.0 out of 5 stars,Fitbit FB507BKBK Versa
3582,"I like the watch
The colour is very pretty
I m very happy",5.0 out of 5 stars,Fitbit FB507BKBK Versa
3598,Very ‘clunky’ with iPhone. That became a problem. Sadly ditched it and bought an Apple Watch 6.,4.0 out of 5 stars,Fitbit FB507BKBK Versa
